CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB
933216,1,12/01/2007,OOTH,Y018843793124,,
853406,1,19/06/2009,MWBA,T094795350482,,
770942,2,21/12/2003,WIRT,M027444455867,,
520249,2,18/08/2010,MWBC,J038376664452,,
384413,1,20/08/2011,MWBA,G054602610463,,
644221,1,11/03/2010,OOTH,R067753096284,,
102867,1,18/06/2001,REFU,T052693219551,,
927471,2,03/05/2002,MWBA,Q075873617062,,
425922,1,11/10/1999,APKN,S045066961982,,
877358,2,18/08/2006,MOTH,S061811191530,,
696826,2,21/06/2001,BOTH,Z002215223242,,
755129,1,11/10/2006,MWAS,I021009402916,,
189406,2,09/05/2007,WOTH,R011934467681,,
344339,1,08/01/2002,MWBA,X072775418054,,
496518,1,20/08/2012,WIRI,D070237844664,,
828584,2,18/12/1999,REFU,J008396096659,,
268704,1,31/03/2002,WIRI,N021000023677,,
361413,2,29/12/2006,WIRI,R052346839365,,
416642,2,26/06/2002,WBRI,S048479792909,,
980109,1,27/07/2009,AIND,T055552793124,,
377785,1,02/03/2012,REFU,D027121689647,,
697622,2,18/06/2006,NOBT,M018748037898,,
473042,2,28/07/2005,WROM,A019753422041,,
564723,1,28/08/2005,OOTH,Q061872827997,,
172617,1,19/09/2003,MWAS,C043269329121,,
715432,1,19/04/2005,CHNE,W024875660062,,
266507,2,15/06/2005,ABAN,X093518268660,,
123750,2,07/08/2007,MWAS,F094233347139,,
250365,2,18/11/2008,BAFR,N065055702146,,
439176,1,12/04/2000,MWAS,J025907703123,,
178532,1,24/03/2010,MWAS,Q041898460585,,
456959,2,15/11/2012,MOTH,R065888752287,,
867967,2,30/10/2009,BOTH,A079828809528,,
649575,1,28/10/2009,ABAN,M086906702511,,
863718,1,11/06/2011,ABAN,G073687056003,,
577653,1,11/12/2005,REFU,L039388893337,,
314244,1,28/08/2002,CHNE,A046531543987,,
679694,2,30/11/2003,WBRI,H025618766985,,
856288,2,10/02/2000,MWBC,K075934659643,,
90270,2,11/10/2006,APKN,H000444176085,,
668189,1,23/07/2006,AIND,K066122643000,,
66573,1,28/12/2007,AOTH,G014094305576,,
230048,1,23/06/1999,REFU,H033224960290,,
482543,1,18/01/2001,AOTH,J051880901521,,
550788,2,06/10/2010,WROM,E018590422251,,
840873,2,12/04/2008,WIRI,U095599896905,,
161396,1,09/02/2000,OOTH,B074508928828,,
19590,1,13/03/2009,MOTH,E053277478865,,
66248,2,30/06/2004,MOTH,K003476996719,,
390258,1,26/09/1999,AOTH,N071247534835,,
605639,1,09/05/2009,ABAN,O001706159932,,
932105,1,23/09/2004,OOTH,G079604993545,,
625431,2,18/01/1999,MWBA,H040046807575,,
510246,1,05/03/1999,BAFR,C068249672528,,
354107,2,28/10/2007,MWAS,K078816761130,,
937352,1,23/06/2010,OOTH,I077769788149,,
407332,2,17/02/2012,AIND,O010187011571,,
669745,2,19/11/2012,BOTH,T033996643308,,
12736,1,22/05/2009,WBRI,C008289126086,,
654837,2,21/06/2012,WROM,F061147000393,,
67967,2,17/12/2012,APKN,R021198901796,,
509631,1,09/12/2002,NOBT,L093019721886,,
311151,2,01/11/2007,WBRI,K018401517294,,
242976,2,23/01/2001,BAFR,E096698571048,,
68805,1,22/02/2012,REFU,C096365911885,,
277379,1,17/09/1999,WIRI,F071854733110,,
41059,2,01/11/2007,BOTH,K033833154894,,
978907,2,06/06/2006,AIND,L091756629498,,
523618,1,06/11/1999,APKN,G076052457306,,
227669,2,28/12/2008,BCRB,H087534748702,,
115869,1,27/05/2010,REFU,P083891638870,,
771754,2,10/02/2006,OOTH,R012929907164,,
717991,1,31/12/2008,OOTH,H088326764488,,
793082,2,27/12/2005,BCRB,O085774346981,,
143674,2,27/01/2005,CHNE,Q023562586060,,
612444,1,19/08/1998,ABAN,K005281283475,,
487494,1,25/02/2010,MWBC,G086324961909,,
538982,2,22/02/2003,AIND,X098477031172,,
875762,2,18/04/2004,OOTH,V053916335987,,
783113,1,18/03/2007,MWBA,L021916244328,,
684487,2,14/02/2002,ABAN,M023351701740,,
651377,1,11/10/1998,REFU,V009672840336,,
85756,2,05/08/2010,NOBT,F031724982932,,
198991,1,06/01/2010,WIRI,E000043873674,,
648800,1,11/04/2012,WOTH,R093949454227,,
626846,2,03/04/2009,BOTH,J070427567245,,
963113,1,07/06/2012,APKN,I068662352258,,
546670,1,21/12/2007,WBRI,I075207325015,,
929246,1,19/01/2004,CHNE,Q062551009035,,
781625,2,03/05/1999,ABAN,W018794064076,,
809167,1,08/09/2012,OOTH,V082563074829,,
611321,2,15/05/2000,CHNE,H022773358086,,
253876,1,17/11/2002,NOBT,R067579799820,,
234362,1,23/01/2011,BCRB,B056719619613,,
293443,2,22/01/2008,WBRI,S099819335376,,
396694,2,26/10/2009,APKN,Y053835641008,,
388047,1,11/10/2002,BCRB,V098743222192,,
70618,2,29/11/2002,ABAN,D084935389576,,
304030,1,22/10/1999,OOTH,N023605175521,,
835896,2,16/05/2005,BCRB,T090627246722,,
513884,2,04/01/2009,AOTH,K085305639945,,
749741,1,10/01/2005,CHNE,U056102525185,,
624005,2,16/04/2003,WIRI,V006044160809,,
631271,1,15/04/2005,WOTH,B067742657089,,
855678,2,12/08/1998,REFU,S046088237244,,
641882,1,09/02/2010,WOTH,H031258578043,,
975264,1,01/04/2009,REFU,O078141709953,,
209402,1,10/10/2009,BOTH,C062884271837,,
851211,2,28/09/1998,AIND,A027498418619,,
743304,1,03/11/2011,OOTH,Z073752095393,,
927551,1,21/10/2005,WROM,V033442086743,,
728164,1,30/11/2003,AIND,B043622533267,,
459704,1,22/06/2010,WOTH,G002021793437,,
169908,1,08/06/2007,AOTH,N096012213225,,
330259,2,22/04/2002,MWBC,B033415910385,,
404713,1,04/11/2008,ABAN,F023664422314,,
351843,2,28/08/2009,AIND,U046024597121,,
221893,1,23/10/1998,AOTH,Q008323349862,,
306578,2,22/04/2002,BOTH,W047010912311,,
689813,1,25/07/2003,CHNE,S043739168912,,
621289,1,10/09/2012,BAFR,N072879417234,,
70272,1,20/12/2011,WIRI,R091445592912,,
966443,1,08/08/1999,MOTH,W052440748050,,
944524,1,19/05/2008,WIRI,G071306839353,,
801847,2,15/05/2000,WIRI,Q017576903988,,
38936,2,15/02/2003,WROM,H098324205787,,
93500,1,10/05/2000,AOTH,W026800683405,,
756007,1,20/11/1998,CHNE,C030120947542,,
139822,1,05/08/2003,WIRT,L084942577516,,
101075,1,08/11/2004,MWBA,D053687239304,,
831417,2,17/12/2004,BAFR,L011436108284,,
518495,2,13/04/2011,ABAN,T096124183500,,
11448,1,12/09/2004,MWBA,R097931403261,,
467538,1,31/03/2006,NOBT,C038577770165,,
305481,2,17/01/2011,REFU,A021148136994,,
134720,2,04/10/2002,OOTH,N046323159321,,
880363,2,01/07/2000,MWAS,E052770149733,,
418001,2,17/10/2006,WIRT,P080130792907,,
222243,2,28/04/2001,WIRI,Y085996774630,,
449982,2,15/04/2005,BCRB,V022299132276,,
704755,2,13/12/2011,MWBC,Z011290565358,,
864890,2,26/08/2009,BCRB,B044183956213,,
476084,2,22/04/2006,MWBA,S066654419361,,
542018,2,07/09/2011,REFU,V017121719344,,
964957,1,01/05/2002,CHNE,Y074507252227,,
212206,2,08/08/2011,WIRT,S019036803867,,
498248,1,18/07/2008,REFU,D026440917618,,
277422,2,03/07/2002,APKN,W022210394586,,
403786,1,25/06/2012,WOTH,L019801915881,,
327687,1,25/05/2007,ABAN,U020766017789,,
712916,1,03/05/1999,OOTH,L034724758580,,
498369,2,16/12/1998,REFU,B091509658978,,
966410,2,30/09/2012,REFU,G069250783076,,
758921,1,31/10/1999,WIRI,M046875072160,,
939083,2,26/05/2005,AIND,T024960673762,,
222580,2,02/10/2003,APKN,S088228025298,,
507119,1,13/04/2006,AIND,W014245370486,,
425584,2,15/04/2002,CHNE,O016093027536,,
843206,2,12/04/1999,MOTH,W056210247083,,
118550,2,03/03/2003,BAFR,Y085084364394,,
295571,2,16/04/2010,NOBT,X026665199895,,
532660,1,23/05/2002,WOTH,T061020116181,,
492948,1,03/10/2009,BOTH,I057709735528,,
251713,1,22/10/2008,MWBA,N089316926692,,
777556,2,08/09/2005,AIND,K037755612481,,
866089,1,03/06/2010,MWBA,E048786916411,,
487447,2,18/07/2001,WIRI,K041065854223,,
716052,1,09/08/2003,MWBA,R053654311703,,
470989,2,16/09/2012,BAFR,G074453715130,,
241105,2,16/07/2012,AIND,C088460296931,,
244375,2,26/09/1998,BAFR,N082575134995,,
749303,1,25/05/2012,AOTH,F014464165852,,
433734,2,08/10/2003,MWAS,I081541027669,,
86724,2,16/08/2008,NOBT,W043144772410,,
226771,2,25/01/2004,ABAN,D045507797176,,
836597,2,08/04/2006,CHNE,O007983115117,,
633041,1,08/01/2002,ABAN,V033429593773,,
765227,2,23/04/1998,NOBT,R035989106110,,
183393,2,04/07/2010,APKN,X023410728924,,
305593,1,02/04/2005,NOBT,L001089594839,,
8297,2,07/06/1999,APKN,N065220587292,,
753936,2,12/05/2009,MOTH,N095074526730,,
941967,2,05/07/2003,BAFR,V001997188991,,
221666,2,28/02/2004,AOTH,F063473869752,,
701754,2,30/01/2007,ABAN,U087258068489,,
418850,2,26/01/2004,AOTH,G036436366709,,
586092,2,26/09/2006,MWAS,E042014589286,,
20419,2,23/07/2012,WIRT,F073604756436,,
589153,1,09/07/2001,BCRB,F081991717512,,
805521,2,05/06/2003,NOBT,O012854181757,,
861008,1,16/05/2005,REFU,F036778953491,,
301020,1,08/01/1999,WIRI,N039977660448,,
85126,1,21/12/1998,REFU,L086133275866,,
21197,1,21/01/2006,MWBC,P064439624890,,
883541,2,11/06/2005,CHNE,X017053764795,,
513149,1,08/01/1999,WOTH,X087108072498,,
174204,2,30/07/2008,WROM,H069225176082,,
621809,2,29/11/2005,WOTH,L042519307773,,
509571,1,26/04/2000,BCRB,M017677616673,,
555482,1,19/07/1998,WIRT,E083804882872,,
960534,1,20/04/2008,ABAN,A003023653651,,
268342,2,13/09/2011,WBRI,U072188194741,,
224867,1,11/11/2000,NOBT,J049401772091,,
336063,1,26/05/2007,WBRI,I047313803456,,
885650,1,14/11/2002,NOBT,V056426363988,,
92964,1,02/09/2002,ABAN,J014559097127,,
807193,1,25/04/2002,REFU,E056115474115,,
390380,1,06/05/2004,NOBT,T059479182268,,
404660,2,22/06/2008,NOBT,L081248089977,,
536679,1,25/08/2009,ABAN,R000149106146,,
48504,1,01/05/2007,REFU,N030763398320,,
216408,2,28/05/2001,BAFR,B081574957235,,
687134,1,10/01/2009,BAFR,L023752187386,,
572027,1,04/10/1999,WOTH,R032970829589,,
526185,2,19/12/2008,WROM,L099691788046,,
894889,2,16/09/2007,BAFR,F086434779558,,
697078,1,20/11/2000,WIRI,D047987700291,,
661479,2,14/11/2006,CHNE,T060908963323,,
82449,1,02/02/2002,BCRB,G014762577530,,
630813,1,11/03/2002,ABAN,C078929324519,,
395553,1,12/01/2001,WBRI,V032768360849,,
488639,1,18/09/2001,WIRI,P079865733675,,
312063,2,06/10/2011,MWBC,Y004522632124,,
922138,2,09/09/1998,WIRI,V019128805926,,
44959,2,18/10/2007,REFU,A074485312289,,
14951,1,15/03/2003,MWAS,Y019551641966,,
902808,2,31/03/2002,BCRB,C085252675846,,
122768,2,09/12/2007,BOTH,E025238262748,,
279347,1,18/02/2008,AOTH,J051514529636,,
659815,2,14/08/2012,BOTH,C049920370918,,
184614,2,16/06/2000,MWBA,T062034582072,,
30838,1,13/08/2012,WOTH,O002256112861,,
632035,1,25/01/2007,ABAN,G051730468930,,
974961,2,04/12/2008,NOBT,Y088348670489,,
929787,2,21/11/2007,MWBC,Q046384757380,,
129774,2,19/05/2005,ABAN,O094721457568,,
925147,2,21/11/2004,WIRT,X097257754695,,
555634,2,17/10/2009,BOTH,M018118780061,,
851498,1,17/10/2004,CHNE,W086983421526,,
258367,2,22/06/2003,WOTH,E081415030141,,
312179,1,03/07/2001,AOTH,G089037530579,,
699050,1,11/10/2011,AOTH,T029582708909,,
84473,2,19/09/2002,MWBC,B012705932360,,
897892,2,20/06/2005,WIRI,F057683838537,,
970266,2,04/01/2006,CHNE,G007716594144,,
614371,1,20/12/2011,CHNE,K017157762780,,
726007,1,17/08/1999,WBRI,T084084719163,,
250706,1,16/09/2010,WBRI,Z046629197848,,
587602,1,21/01/2012,AOTH,K036255944617,,
976361,2,20/09/2004,BAFR,V061845961318,,
782249,1,15/12/2008,WIRT,W077406907934,,
760284,1,09/06/1998,APKN,E025547334416,,
130536,2,23/12/2006,OOTH,S031821986797,,
264681,2,15/08/2001,NOBT,M030344529301,,
863210,1,06/01/2007,WROM,Q006847521590,,
325024,2,01/03/2000,BAFR,V025446828427,,
973891,1,31/08/2010,REFU,U058720181135,,
457077,1,16/04/2004,BCRB,R028128518934,,
68859,1,09/04/2011,APKN,G040180480293,,
520806,1,08/02/2007,BAFR,I051099694415,,
429239,2,23/08/2011,WBRI,I019326544939,,
336800,2,28/05/2004,REFU,T091828623136,,
518286,1,13/08/2003,BOTH,B095804674030,,
649790,1,22/02/2005,WROM,G013536295481,,
536545,2,28/01/2003,BCRB,X053699480347,,
439844,2,17/03/2007,AOTH,Y036851016668,,
212503,2,30/01/2008,APKN,E008685902405,,
430332,2,07/10/1999,AOTH,E033608497165,,
301761,1,01/02/2000,REFU,K046182397524,,
638311,2,19/12/2004,REFU,U050977691634,,
809462,2,26/02/2007,MWBA,N050079341878,,
436842,1,23/03/2009,MWBA,Z081463184920,,
524677,2,07/08/2008,MWAS,J039209827156,,
693411,1,05/03/2011,NOBT,W007554673942,,
597463,2,24/05/2004,REFU,B021583358717,,
446315,1,07/06/2008,WIRT,R060935263020,,
917469,2,17/02/2007,BCRB,A006795281035,,
112174,2,27/07/2012,REFU,E044451388054,,
315104,1,08/02/2009,OOTH,H098563320340,,
253278,1,12/06/2003,MWAS,V041368060497,,
714009,1,08/06/2009,WBRI,L050963549352,,
805513,2,07/01/2010,APKN,M022549198752,,
935653,2,16/06/2005,WIRI,Z073637164795,,
951051,1,10/10/1998,WIRI,E007402291557,,
70277,1,07/07/2010,REFU,C083289716843,,
70268,2,06/03/2003,WBRI,W056971208364,,
660331,1,01/02/2000,AOTH,C052774477052,,
747276,2,03/04/2003,CHNE,N072275995210,,
216841,1,12/06/2011,CHNE,V063506772102,,
571410,2,08/05/2007,APKN,O086442211301,,
615216,2,10/09/2000,OOTH,F038232207103,,
61062,1,01/08/2009,BAFR,Q041289939177,,
855765,2,09/01/2005,WBRI,S065049054979,,
654298,2,23/12/2002,WBRI,L087092411093,,
369230,2,07/10/2007,AOTH,O054001351236,,
971862,2,11/12/2001,BOTH,T001173217256,,
652074,1,26/12/2001,OOTH,N042399956525,,
770740,2,19/08/2012,NOBT,U057719859045,,
27242,1,19/09/2006,MWAS,E025617778355,,
363560,2,26/05/2000,APKN,Z036791692350,,
622628,2,23/01/2011,WBRI,N009520987667,,
544917,2,03/12/2005,OOTH,R028024786712,,
41074,2,22/02/2009,WBRI,K033674933542,,
226535,2,13/08/2000,REFU,A020930104294,,
793141,2,01/07/2006,WROM,H061672949635,,
619636,1,19/06/2008,MWAS,S027095251680,,
630304,2,06/06/2003,CHNE,C044649038993,,
234395,1,09/12/2004,ABAN,G083313364487,,
515101,2,09/09/2004,WIRT,R089587172251,,
931099,2,14/04/2001,AOTH,X051261099793,,
780049,1,20/02/2001,CHNE,J044919968462,,
328177,2,25/11/2010,MWBA,R063492023263,,
130312,2,16/06/2008,REFU,N032480818314,,
639712,1,28/10/2010,APKN,S012202877388,,
210084,2,28/09/1998,WIRI,S022476468314,,
189968,1,21/12/1999,ABAN,V093257364675,,
262951,2,03/02/2011,NOBT,S022758994527,,
252873,1,29/11/2003,AIND,H046300331421,,
244997,2,20/01/2010,WROM,H040401934453,,
429847,2,22/09/2000,WIRI,N039019621974,,
40769,2,25/11/2004,BCRB,G094095352445,,
214202,2,18/04/2010,WOTH,S092422119844,,
642069,2,23/08/2002,MWBA,C013488853819,,
390154,2,02/07/2007,BCRB,C042841859012,,
556820,1,14/05/2011,APKN,Z010145500275,,
72224,1,27/08/2005,CHNE,Y062105111288,,
658910,2,06/05/1999,OOTH,O077030503169,,
653668,1,08/09/2012,BOTH,E061831258059,,
500917,2,04/09/2011,CHNE,V005216329031,,
550784,1,07/07/2001,BCRB,E027191120432,,
43985,1,09/08/2004,BCRB,P029656926107,,
867599,2,06/11/2012,WIRT,T059083051979,,
352763,2,05/01/2010,MOTH,Z044459158023,,
220597,1,04/12/1999,OOTH,S057963148433,,
785379,2,15/01/2006,REFU,G076722585945,,
862621,1,29/12/1999,BAFR,O021298067064,,
446235,2,08/08/1999,CHNE,E056641967398,,
928211,2,11/05/2011,MOTH,M011035019910,,
285568,1,23/10/2005,MOTH,C040126627234,,
467298,1,13/09/2005,WBRI,L038646845873,,
400653,1,05/01/2003,REFU,G085162632966,,
563339,2,11/04/2009,AOTH,D079833772697,,
849882,1,10/02/2005,APKN,P074099071732,,
53807,1,02/09/2005,AIND,Y032575426610,,
416940,2,24/10/2002,REFU,F072804726397,,
636194,2,13/02/2002,WOTH,F013793152552,,
728155,1,06/08/2005,MOTH,W055073824999,,
549847,2,18/05/2004,BAFR,F024167037608,,
867485,1,13/12/2011,BAFR,O003128188296,,
205053,2,15/01/2005,AOTH,S097989010204,,
817843,2,26/03/2004,CHNE,E073094476256,,
984345,2,07/01/2009,OOTH,F000295547873,,
552798,2,27/12/2004,MOTH,O081948023459,,
616859,2,03/09/1998,WIRI,G051505883864,,
368915,1,02/02/2004,AIND,K066142289845,,
747681,2,10/10/1999,CHNE,K044390947892,,
698364,1,28/06/2007,MWBC,L044181225740,,
6645,2,19/07/2011,AIND,E014033327154,,
955016,2,30/12/2007,AOTH,B025716447808,,
154357,1,26/09/2000,WOTH,K047519286237,,
456277,2,01/03/2000,REFU,V014862888160,,
17636,2,08/10/2006,REFU,K018348635635,,
3779,1,25/11/2011,WBRI,V013100087302,,
367858,1,12/07/2012,BOTH,E052790093522,,
431859,2,05/05/1999,AOTH,E096486086898,,
302096,2,09/09/1998,OOTH,J033434470684,,
289898,2,27/10/2003,WIRI,W011064833427,,
193626,1,04/11/2001,MWAS,Z067956075510,,
542605,1,05/06/2007,REFU,R090118005409,,
119643,2,16/04/2012,WROM,H087668282932,,
813902,2,28/04/2003,WIRT,J035934903860,,
965102,2,03/04/2010,NOBT,L043463567911,,
100132,2,18/03/2004,AIND,W004822289634,,
700874,1,27/02/2001,MWAS,A050756960790,,
812880,2,05/10/2008,AOTH,F086677604374,,
157358,1,18/01/2009,WIRT,I057926796029,,
14664,1,23/06/2005,BOTH,B037439229463,,
645609,1,27/12/2011,APKN,O003067091510,,
655002,1,19/06/2008,AIND,L003153498670,,
793202,2,11/09/1998,WBRI,Z088995966428,,
950010,1,28/07/2009,ABAN,P022299641520,,
58498,1,21/02/2010,OOTH,U075214926039,,
770899,1,10/06/2010,BCRB,D013664764374,,
882395,2,13/04/1999,MOTH,V061812415289,,
535043,1,16/01/2009,WBRI,Y046796389346,,
160181,1,17/07/1998,NOBT,P093794866744,,
630895,2,17/10/1998,MWAS,U040949494605,,
512626,2,20/09/1999,WROM,D026394855508,,
122245,1,04/02/2008,BAFR,J028757063013,,
161168,1,22/05/2008,AOTH,O034278583213,,
197773,2,24/08/2011,WIRI,L049429176742,,
577804,1,02/03/2000,NOBT,O005381046374,,
909015,2,19/02/2008,MOTH,P047476462776,,
924369,1,06/02/2000,ABAN,M073250260645,,
836984,1,19/07/2000,APKN,G016076814085,,
208350,1,06/12/1999,MWAS,D031826654255,,
924091,1,11/04/2000,BAFR,S035238421513,,
206401,2,28/03/2006,BCRB,N014239422563,,
362182,2,22/07/2001,WIRI,E055296472838,,
561984,2,26/10/2009,BAFR,B085886668114,,
623071,1,09/06/1999,REFU,J000687027182,,
484678,2,06/10/2009,WROM,D062890975570,,
765716,1,30/08/2012,AOTH,W033815267376,,
692480,2,19/10/1999,APKN,V030411843174,,
646802,1,04/04/2001,MWAS,P034246638307,,
297948,2,05/05/2002,WROM,J065106573238,,
719417,1,04/04/2005,WIRI,D030939898652,,
318826,2,17/08/1998,BCRB,U095528840454,,
193422,2,16/11/2001,WIRI,N077561134080,,
74116,1,21/05/2011,BOTH,G011577262016,,
238412,2,29/10/2006,WIRI,R049730516370,,
535955,2,05/06/2002,MWAS,Q008279169368,,
5034,1,19/02/2007,AOTH,D084076241662,,
50168,2,12/09/2007,BCRB,T079729111719,,
871787,1,21/08/2000,MWBA,R073360483644,,
277829,1,05/08/2012,OOTH,U094342966596,,
481108,1,04/03/2000,WIRT,I062561736155,,
787344,2,12/12/2001,MWBC,R012551238509,,
98385,1,27/06/2005,ABAN,N033146060351,,
44989,1,21/01/2010,WBRI,B086120199526,,
405540,1,09/10/2003,NOBT,A035468458261,,
119155,1,09/05/2005,BCRB,Q097573190188,,
778294,1,21/05/2008,WIRI,D014883552351,,
375187,1,05/05/2003,REFU,B067329891011,,
987392,2,13/01/2004,APKN,A005543301565,,
831836,1,03/03/2000,MOTH,Q049585391025,,
770055,1,02/07/2006,BAFR,F050020544906,,
483118,2,11/04/1999,REFU,W061959252206,,
722972,1,11/09/2007,BOTH,U048866518865,,
174342,2,02/04/2002,WIRI,I021406966602,,
614807,2,28/06/2007,MWBA,G030241972113,,
911196,1,31/08/1999,APKN,R095977898966,,
538177,1,28/05/2006,NOBT,G099355399037,,
226263,2,08/07/1999,BAFR,I033653033759,,
96252,1,21/08/2008,BAFR,A086229957386,,
498066,2,28/09/2012,MWAS,J080042845889,,
979924,1,28/07/2008,MWBA,J077720179603,,
566705,2,16/04/2006,BAFR,C037863679948,,
759561,1,01/02/2011,BCRB,F012637923447,,
640075,2,05/08/2008,APKN,P058561905292,,
841897,1,14/03/2003,MWBC,J070920589118,,
362161,2,30/04/1998,CHNE,Y019754732105,,
613994,2,06/02/2002,MOTH,V063404566758,,
638501,2,17/12/2003,WBRI,Q073025558342,,
589321,1,24/06/2010,REFU,V043577497456,,
421232,1,26/12/2012,BCRB,K026971740670,,
739352,1,30/12/2003,WBRI,G050524222240,,
728814,1,07/01/2007,BAFR,S094487915641,,
93829,2,01/09/2011,BAFR,S035082803071,,
568344,2,27/09/2002,WIRI,F079275498968,,
598820,2,09/09/2012,APKN,K053609997817,,
276044,2,25/12/2012,WROM,L035094362714,,
579030,1,07/01/2000,WBRI,X044302540561,,
829586,2,06/08/2009,REFU,K084475940073,,
613081,1,07/09/2011,WOTH,Q051247334471,,
285635,1,24/02/2010,BAFR,W019523268673,,
600083,2,16/02/2011,BOTH,L069581738115,,
14066,2,23/08/2000,NOBT,Q035470669823,,
257529,1,01/07/2002,AIND,S061529425659,,
495509,2,06/01/2011,AOTH,U068542728979,,
687149,2,17/04/2012,WIRI,P049823827617,,
113829,1,17/02/2010,APKN,H047984950589,,
228890,2,28/11/2010,WIRI,P090327380776,,
445126,1,13/09/2003,BOTH,P032045873913,,
101686,2,29/09/2008,ABAN,H023079797944,,
97933,1,27/08/2012,MWAS,W094640465130,,
870777,1,01/06/2001,APKN,B068181193659,,
267309,1,24/04/1998,WIRT,Z040385642607,,
448377,1,07/11/2007,CHNE,N076018535683,,
782867,2,04/02/2005,WBRI,R030911414707,,
726986,2,29/11/2011,REFU,B096407223784,,
38162,1,16/06/2004,APKN,H069256407087,,
2730,2,16/09/1998,BAFR,Q002911609937,,
202557,2,06/02/2005,MWAS,P069069142630,,
130943,1,30/04/2001,WROM,D021316987219,,
361346,2,25/06/2003,WIRT,Z066273251404,,
966863,2,01/07/2011,WIRT,D055768316531,,
633539,2,16/02/2012,MWBC,Q068521935220,,
749777,2,26/11/2009,APKN,Q031503291844,,
439968,2,22/02/2008,WIRI,P091423963167,,
823141,2,10/02/2009,WOTH,O008942909665,,
623065,2,11/06/1998,CHNE,I019735280661,,
160447,1,28/09/2000,APKN,U043207011957,,
50722,2,08/06/2008,WBRI,K092452214467,,
585047,2,28/08/2004,AOTH,X092911637804,,
515941,2,09/07/2006,WIRT,I070787716148,,
425078,1,02/08/2001,WROM,N013620883794,,
61780,1,03/05/1998,MWBA,A083357551734,,
932957,1,22/05/2009,MWBA,V011172636180,,
461717,1,06/01/2004,MWBA,Z031014194688,,
810031,2,29/09/2010,MWAS,G061795547776,,
674356,2,13/02/2009,OOTH,C055101088609,,
521399,1,19/08/2000,AOTH,Y094932164384,,
990440,2,25/08/2008,REFU,A073234590872,,
836827,2,29/05/2001,BCRB,A065833237328,,
800858,2,03/01/2010,OOTH,R036314684296,,
776958,1,10/02/2010,WIRT,R034283632618,,
113473,1,07/11/2001,BOTH,E044157539331,,
848742,2,08/07/1999,AIND,I009061195181,,
283433,2,22/03/2007,WIRI,O070559198143,,
273208,1,12/07/2004,MWBC,O092335098822,,
638837,2,29/01/2009,AOTH,Y022728698596,,
519442,2,12/01/2000,REFU,E023195215688,,
223207,2,17/01/2008,ABAN,O029121498552,,
811813,1,09/07/2008,BAFR,B089480976044,,
37886,2,29/05/2000,MWBC,U084350995631,,
664199,2,16/07/2007,REFU,O087610418987,,
182197,2,30/10/2008,APKN,Q075444233748,,
491475,1,11/05/2002,MOTH,V049279552225,,
250015,1,03/03/1999,CHNE,C072484312071,,
912520,1,20/06/2009,MWAS,F049691142151,,
222335,1,01/04/2002,AOTH,Y034685950678,,
517244,2,15/03/2012,BOTH,B021186351504,,
294448,1,02/01/2012,MWBA,I005163349158,,
117649,2,06/09/2009,AIND,X058487053242,,
328904,1,21/02/2010,WROM,B028020304686,,
927762,2,10/02/2011,WIRI,U039671742896,,
346255,1,03/09/2003,AOTH,R044426327592,,
903989,1,28/02/2000,BAFR,N001414182996,,
416264,2,06/03/2000,WOTH,O080382283885,,
206005,1,31/08/2002,CHNE,I091816058734,,
608182,2,12/04/1998,ABAN,H074376893663,,
104603,1,19/11/2005,BOTH,Q054568276675,,
357065,1,24/01/2002,BAFR,U029133055913,,
257872,2,22/10/2003,MWAS,L066066052015,,
150836,1,14/01/2009,WIRT,P087918950632,,
401650,1,10/09/2007,OOTH,D024407006112,,
826125,2,23/01/1999,ABAN,H035149998422,,
387222,2,30/10/2002,WBRI,P054361514798,,
996621,1,31/07/2000,BOTH,V086303206690,,
971660,1,27/07/1999,ABAN,J031221806902,,
577322,1,04/08/2006,MWBC,T037179991688,,
839473,1,21/06/2012,BAFR,P034785634404,,
501315,2,22/12/1998,OOTH,P029055441832,,
551875,2,30/01/2007,AOTH,O070005532648,,
110567,1,13/03/2004,MWBC,A082359377395,,
71669,1,24/05/2003,MWBC,U046574213349,,
92388,1,08/06/2012,MWBA,T039091596423,,
365884,1,07/01/2007,MOTH,P059991271654,,
340166,1,18/04/2010,AOTH,R056785412750,,
806540,2,10/02/2003,WROM,E009650359073,1,17/07/2016
