pupilonrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,pupilonrollorderseqcolumn,sourceid,schoolcensustableid,hoursatsetting,schoollunchtaken,parttime,topupfunding,unitcontacttime,termlysessionspossible,senunitindicator,resourcedprovisionindicator,moveoffrollflag,fundedhours,missingaddress,duplicatenotfunded,extendedhours,eligibilitycode,dafindicator,ethnicity,yssa,servicechild,language,classtype,enrolstatus,boarder,plaa,senprovision,ncyearactual,eyppr,eyppbf,youngcarer
6e504ff4-f3a,SCH3,2010-Jan-06 00:00:00,SUR1202,FOR9538,MID2411,PSUR5612,FSUR3691,375c88a1-b4a,3d4ec92b-325,12965053-0,F,2020-Oct-27 00:00:00,1,fabc69d1,bcaa904b,858.0,True,False,False,,137.0,False,False,79b210c0,,753d2e2a,ca5ec760,,,False,OIRN,,,ENG,N,C,,,,R,,,
6e52e86a-149,SCH1,2010-Feb-28 00:00:00,SUR3780,FOR6596,MID7103,PSUR6583,FSUR6519,b024e1f8-5ec,7524acb5-e3f,8088e2ca-7,F,2019-Nov-18 00:00:00,1,2838ca32,8b5bedf3,741.0,False,True,False,17.0,128.0,True,True,af1a3d13,,6f18ebf0,59583629,,,,OMAL,,U,TRI,,,,R,,N1,No,,
6e5fc9f2-c8a,SCH7,2012-Oct-14 00:00:00,SUR4767,FOR8652,MID8459,PSUR4264,FSUR4928,f297156e-286,ae4ab251-8df,1e531028-9,M,2018-Sep-09 00:00:00,1,89def3dc,20eceb7b,765.0,True,False,False,,126.0,False,False,08db2e21,,fcbab784,c4ce642b,,,,WSER,,,GER,N,,,,,9,,,
6e61077b-cd3,SCH8,2010-Dec-12 00:00:00,SUR9195,FOR2753,MID5403,PSUR4232,FSUR2047,93eaaf00-f77,4c2f532e-571,5c1be771-c,F,2022-Mar-11 00:00:00,1,ea179b3f,2b6f118a,753.0,True,False,False,,129.0,False,False,9978992e,,5cc3de86,ad98bc6a,,,,AOTA,,,ENG,N,F,,R,A,X,,,
6e649435-8aa,SCH6,2014-Aug-03 00:00:00,SUR3353,FOR4231,MID5508,PSUR1571,FSUR8476,7a88e0a2-934,31f516eb-b4e,bef3ff10-a,F,2024-Nov-30 00:00:00,1,1381ade7,f32efd4c,772.0,True,False,False,,131.0,False,False,5f31c044,2.0,2c0c1648,a4507da4,,,,AKPA,No,,CYM,,,,,,14,,,
6e698d19-fca,SCH5,2014-Sep-27 00:00:00,SUR7111,FOR7950,MID6328,PSUR2220,FSUR1455,06abef21-929,541bdf57-c89,8b7c378a-d,M,2022-Nov-01 00:00:00,1,7536fe5e,13396ee9,813.0,True,False,True,11.0,134.0,True,,a0c93abf,11.0,856e962a,de69e623,,,,,,,ENG,,M,,A,,6,Yes,,
6e6c1e6f-4a3,SCH7,2008-Jun-25 00:00:00,SUR3143,FOR1183,MID5370,PSUR5917,FSUR3742,2f8820d5-5ea,3c5dd0ea-507,57cc8782-8,F,2022-Apr-02 00:00:00,1,33486c26,e26b8dc8,,False,True,True,,135.0,False,False,d1119f08,4.0,d2c59713,44a21a65,,6.0,,WKOS,,N,ENG,,F,,A,S,11,,,
6e724660-21f,SCH1,2018-Dec-20 00:00:00,SUR4455,FOR7459,MID7776,PSUR2438,FSUR6219,b976401f-529,7d8cc6c6-db4,43ad51a5-2,F,2018-Sep-20 00:00:00,1,6bdbe435,672a157f,795.0,,False,False,,120.0,False,,2fd9b76e,,f8be6e50,8f6829a8,,,,APKN,,,ENG,,C,,,E,N1,,,
6e8454e3-752,SCH6,2008-Feb-25 00:00:00,SUR2082,FOR5746,MID3636,PSUR5867,FSUR5842,fcaaf34a-acc,bcdfa83e-bad,8c62a0cd-e,F,2024-Sep-26 00:00:00,1,a9b40675,98b8c1e9,775.0,False,,False,,127.0,False,,5ce3575d,,507bd493,79dda814,,,,AKAO,Unsought,,ENG,,F,,G,A,10,Yes,,
6e9b3f5b-400,SCH8,2018-Nov-20 00:00:00,SUR7303,FOR9753,MID5712,PSUR5382,FSUR1105,b1d59588-881,9668e012-60b,f54848d8-d,M,2023-Jul-30 00:00:00,1,39aea5ff,6533dbc7,775.0,True,False,False,,134.0,True,False,5371d1da,9.0,0c7e50c8,9240af39,,,,ORAB,Yes,,GAL,,,N,G,K,10,,,
6ea0177f-f79,SCH3,2008-Feb-28 00:00:00,SUR3253,FOR7644,MID3693,PSUR2257,FSUR8992,ce962981-737,f9ad29ef-d94,2666f897-c,F,2022-Jun-06 00:00:00,1,9bd71f8a,89fd7060,764.0,False,False,False,,131.0,False,False,1b78ddef,,efa9c49f,68dd3141,,,,BCON,,,CYM,,F,,,K,1,,,
6ea593c6-b1f,SCH3,2019-Oct-28 00:00:00,SUR7269,FOR3229,MID3928,PSUR4738,FSUR4930,21fb8398-6b7,ed8e54f0-e93,cbd34bcc-e,M,2023-Aug-10 00:00:00,1,54412aeb,dd294fef,799.0,False,True,False,,126.0,False,False,393298c8,,fd924664,77ede4b4,,,False,CSNG,,,ENG,,C,,,,E1,,,
6ea95919-f42,SCH6,2013-Dec-16 00:00:00,SUR7181,FOR8312,MID6922,PSUR3835,FSUR9155,e1ffcfe6-c78,83c04385-0a9,174cc45b-7,M,2020-Jan-14 00:00:00,1,bcfcf663,5b1d2870,776.0,True,False,False,,133.0,,False,53c44430,,13345053,abfcde22,7.0,,,MACH,,N,GER,,M,,R,,R,,,
6eb4d83b-8ec,SCH7,2009-Mar-22 00:00:00,SUR8915,FOR7942,MID9844,PSUR6420,FSUR2133,187edc95-15a,a5b76763-65a,390a5ac8-a,M,2020-Mar-28 00:00:00,1,fda9b4a5,d2dcc10e,751.0,,False,False,,136.0,True,False,8e9bbea1,,3ed23f51,78eebad4,,,False,MOTM,No,,ENG,,F,,,,7,No,,
6edc7600-ee5,SCH6,2016-Sep-27 00:00:00,SUR2840,FOR7199,MID9671,PSUR7883,FSUR1241,4dac11d0-267,08da6a99-ab6,f0a67146-1,M,2023-May-30 00:00:00,1,92bbc7c1,e682fc7a,774.0,True,False,False,,129.0,True,False,60985b29,,08b44048,00669292,,,,OIRN,,,GER,,,,R,,12,,,
6ede7e37-bfd,SCH1,2016-Jan-18 00:00:00,SUR8667,FOR5338,MID2595,PSUR7071,FSUR5017,4f3036f2-788,e663091a-5af,1194e25c-8,F,2021-Jan-06 00:00:00,1,6b9d024b,139950cc,801.0,,False,False,,138.0,False,False,775e4e03,,a9628c38,96f89a5d,,,False,NOBT,,,ENG,N,,,A,N,8,,RO,
6ee03210-7de,SCH1,2014-Feb-10 00:00:00,SUR3792,FOR6913,MID2541,PSUR8822,FSUR2632,87845512-be2,044c893c-668,bd6efc82-0,F,2019-May-18 00:00:00,1,4ac4ed51,d3465017,735.0,True,False,False,,133.0,False,False,cd09e28b,9.0,9f589519,5e771de5,,,,NOBT,Unsought,,ENG,,,,R,,4,,,
6ee1ed66-22d,SCH4,2015-Jul-02 00:00:00,SUR1120,FOR2146,MID8359,PSUR2032,FSUR4650,d3016e74-44d,9edc30a6-19d,c0a6cf64-f,M,2023-Apr-06 00:00:00,1,268fef89,82e6f03e,809.0,True,False,False,,123.0,False,False,8e4d1825,,407d080b,e03a7297,,,,,,,ENG,O,O,,R,,N2,,,
6ee261e5-ed6,SCH3,2011-Apr-20 00:00:00,SUR1305,FOR4330,MID1582,PSUR1060,FSUR7751,8a555c21-8b1,4acabf49-ebd,4ec8e5ee-6,F,2022-Jan-06 00:00:00,1,cef2f167,c743017e,801.0,True,True,False,16.0,131.0,False,False,935954ab,,11e4fdd6,15e0bedd,,,,OPOL,,R,ENG,,,,,E,N1,,,
6ee42580-64f,SCH8,2008-Sep-22 00:00:00,SUR1561,FOR1456,MID8595,PSUR8785,FSUR3511,d0b80b49-86a,30c69d58-fa1,e7eb39fb-5,M,2022-Jan-27 00:00:00,1,c53f7164,1220530a,815.0,False,,False,,124.0,False,False,48b80cde,,8a54f2cb,8facc365,,,,WWEL,,,ENG,,F,,C,,4,,,
6ee6a58c-a78,SCH8,2012-Aug-04 00:00:00,SUR7865,FOR8748,MID2314,PSUR3343,FSUR3806,6cd08629-ac0,3d4d5b84-14b,36611f12-f,F,2022-Aug-30 00:00:00,1,1104df98,6949cd98,753.0,,True,True,,131.0,False,False,eb3227ca,,ecac036d,b99785d5,,,,,,N,GER,,,,N,,9,,,
6eeefbcc-1d2,SCH7,2010-Mar-06 00:00:00,SUR2462,FOR8137,MID2100,PSUR3896,FSUR1459,fc07dd45-850,b62cc71b-e2f,7f92ba25-1,F,2025-Feb-18 00:00:00,1,e6e7fa2e,45aadc11,764.0,True,False,,17.0,128.0,True,False,a056964e,,465cefd8,6a768819,,8.0,,BANN,,Y,GER,,M,,A,,2,,,
6ef97b15-aa5,SCH8,2009-Nov-26 00:00:00,SUR4657,FOR6120,MID6104,PSUR2149,FSUR2155,f0651e56-efa,5c8be7b4-931,360aa2f9-8,F,2024-Sep-13 00:00:00,1,15d3f0c7,73b29d44,775.0,False,False,False,,133.0,True,True,196e99d1,,b2e07235,562dd8d1,,,,BOTB,Yes,,,,,,A,N,5,,RE,
6efe9fbb-d8e,SCH2,2007-Nov-09 00:00:00,SUR6998,FOR5975,MID8680,PSUR5368,FSUR9791,c3d0f41b-769,eca718f8-d10,418afd74-e,F,2024-Apr-16 00:00:00,1,08c2b769,fc7aba2b,753.0,False,False,False,,123.0,False,False,3b259ae9,,a1f89aef,432aef64,,,,WBRI,,Y,CYM,,,,C,,N1,No,,
6efff0cd-18a,SCH2,2014-Dec-31 00:00:00,SUR8800,FOR3919,MID2898,PSUR5598,FSUR7211,8da481bb-b34,f75d7921-d36,2ad698bd-1,M,2023-Apr-24 00:00:00,1,6667a5f6,84a444e2,822.0,False,False,False,,,False,False,4243699f,,0233cf09,78e47f1b,,,False,MWBA,,,ENG,,C,,C,,E2,,RB,
6f000dd1-8df,SCH1,2019-Mar-16 00:00:00,SUR4113,FOR4637,MID5715,PSUR4316,FSUR6886,631b8ae2-204,33f8c090-0c8,7777f383-a,F,2019-Dec-27 00:00:00,1,c3fa78c0,a6e3570c,836.0,True,False,False,15.0,129.0,False,False,5b2ba871,,0b29024a,a7772013,,,False,MWAP,,,,,O,,A,,4,,,
6f00430e-7b8,SCH1,2018-Jul-26 00:00:00,SUR6262,FOR7539,MID6536,PSUR3267,FSUR9475,e9fe5b2f-2be,ef329333-420,ce2556cc-6,F,2022-Jun-28 00:00:00,1,51e4787c,cbbebfcb,819.0,True,False,False,14.0,129.0,True,False,02991637,,19fe5ebe,4918c57f,9.0,,,OIRQ,,,,,F,,G,,13,,RU,
6f05dfe8-23a,SCH4,2015-Nov-09 00:00:00,SUR2775,FOR9133,MID2868,PSUR7001,FSUR9201,15cf61a9-9e1,f1ff7566-ac6,60a2240e-b,F,2024-Sep-06 00:00:00,1,3e8dd67f,2b690396,744.0,True,True,False,,144.0,False,,c44d381b,,595cd832,22ed44f8,8.0,7.0,,BAOF,,Y,ENG,,S,,,,R,,RE,
6f07e03a-afd,SCH5,2008-May-20 00:00:00,SUR7401,FOR3526,MID2738,PSUR9330,FSUR4331,15bb66c7-76d,38ebd74d-d56,4ebcac0c-4,F,2020-Dec-02 00:00:00,1,b0c87b9a,39feddad,757.0,True,True,False,,134.0,True,False,f1dd6eb0,,c453d477,f5f6d750,,,,MWAS,Yes,,ENG,,,,G,S,4,Yes,,S
6f0b31a4-9b5,SCH6,2018-Sep-25 00:00:00,SUR9657,FOR5995,MID5563,PSUR2024,FSUR9083,aa9ea9b2-697,9b3d7e31-caf,a9f4ecc1-6,M,2023-Aug-08 00:00:00,1,602314fc,806df34a,782.0,False,True,False,,126.0,False,False,d1d08c76,,5f25ebdc,91cd6371,,9.0,,ABRI,,,ENG,,M,,,,R,,RO,
6f0f511f-261,SCH5,2008-Jul-01 00:00:00,SUR4631,FOR7005,MID8950,PSUR5135,FSUR1221,f240e179-985,2c1a415e-d0c,bf6b8016-4,F,2023-Mar-26 00:00:00,1,4683d831,27b8c0db,797.0,False,False,False,,132.0,False,True,2d922e18,,76de4f05,9681db03,,,,OEGY,Unsought,,ENG,,,,,,10,,,
6f1084a0-bc6,SCH2,2008-Jun-13 00:00:00,SUR7632,FOR5865,MID3817,PSUR3678,FSUR4243,77f1f290-30f,d615e1af-300,ea4bc9e2-6,F,2020-Jun-16 00:00:00,1,5dacb1c9,c89f056e,793.0,True,False,,14.0,131.0,False,False,f6c237f0,,5b7a2b86,b81321d1,,,,WBRI,,,ENG,N,,,N,,R,,RO,
6f14c924-1f5,SCH2,2016-Feb-20 00:00:00,SUR3903,FOR7511,MID1899,PSUR8995,FSUR7041,8424e17c-f0f,0fa9e05b-fc1,77e409e4-c,F,2021-Jan-23 00:00:00,1,f0475ffa,1ba36355,,True,True,False,,126.0,True,False,f9f785a5,,dd255a03,ade5eb02,,5.0,,ASNL,,,ENG,,M,,R,K,11,No,,
6f27cf15-c50,SCH5,2019-Mar-13 00:00:00,SUR4324,FOR4401,MID8300,PSUR7120,FSUR7817,5111b395-e39,57bd686b-2fc,c8239db3-9,F,2022-Nov-22 00:00:00,1,9bddb687,63052856,802.0,True,True,,,133.0,True,False,63bee668,,10e7409c,362310b5,,14.0,False,WPOR,,Y,CYM,,M,,G,,2,,,P
6f27eb8e-a9d,SCH8,2015-Sep-04 00:00:00,SUR5571,FOR8094,MID8704,PSUR8552,FSUR7110,e22ddf6e-8dd,a0d15bf4-139,8c2f702e-f,F,2018-Nov-10 00:00:00,1,81d76b76,39d9c75a,861.0,True,False,True,,,False,,a887fa78,8.0,cef625cc,692cf62a,,,,OAFG,,N,ENG,,M,,A,S,3,,RU,
6f281063-8f1,SCH6,2011-Mar-13 00:00:00,SUR3060,FOR1314,MID2094,PSUR9797,FSUR9355,5d52c56b-d35,ea908ac7-900,cfc21d22-9,F,2023-Oct-12 00:00:00,1,2fcc40d7,3bbf447d,788.0,,False,True,20.0,128.0,False,False,ecedba5e,,875273b7,70037b0a,12.0,8.0,,APKN,,,,,C,,A,E,9,,RO,
6f3064e1-76a,SCH3,2019-Jul-16 00:00:00,SUR8167,FOR1973,MID1686,PSUR2512,FSUR7813,2defa3c5-38d,904b6f5b-441,c299b81e-9,F,2020-Jan-25 00:00:00,1,49d51553,6940f6b5,817.0,True,False,False,5.0,131.0,False,False,1fef871d,6.0,4052b7ee,ea1c83e9,,,False,BANN,,,GAL,,C,,,A,E1,No,,
6f34355b-e78,SCH2,2009-Oct-02 00:00:00,SUR7584,FOR1593,MID8955,PSUR7992,FSUR2681,92b1851e-37b,637494fe-336,71887d55-6,M,2019-Jun-20 00:00:00,1,6a745bb6,7436afc1,846.0,,True,False,,137.0,False,False,1867e829,,c44d880d,7b22336c,,,,APKN,,,ENG,O,M,N,,E,9,,,
6f35e091-0ca,SCH5,2013-Sep-05 00:00:00,SUR2801,FOR3325,MID1254,PSUR5000,FSUR5694,faea0446-191,abd8ee49-1e8,88a1833e-5,F,2024-Jun-05 00:00:00,1,ad95d8d4,277000fb,776.0,True,True,,,122.0,True,False,fa89ece8,,4dd10c07,d36862e1,,,,,,,ENG,,S,,,,12,,,
6f37f8c7-7e6,SCH8,2013-Dec-29 00:00:00,SUR1479,FOR9464,MID9958,PSUR4464,FSUR5064,0cd0c01a-1b3,8de268ab-af5,6a2a0a6f-a,M,2024-Mar-24 00:00:00,1,a7c67f84,88183491,816.0,,,False,,129.0,False,False,d72884b6,,612550f5,f3b1003e,,5.0,False,WKOS,,,ENG,,S,,,E,1,,,
6f39e32b-097,SCH1,2011-Jul-04 00:00:00,SUR8238,FOR9427,MID1049,PSUR4305,FSUR4285,b0ed0ec9-b16,a0ef5da6-d74,4fc02f34-c,F,2022-May-22 00:00:00,1,0f3254ad,dde9bd99,807.0,False,,False,17.0,139.0,False,,fb40847f,5.0,94b5b81a,75049084,,,,CHNE,,,ENG,,F,,,E,12,,,N
6f3b5f51-a24,SCH6,2014-Mar-09 00:00:00,SUR3696,FOR3195,MID8912,PSUR8040,FSUR3089,99ab7553-b01,5d8fffe0-949,278481d4-6,F,2018-Dec-07 00:00:00,1,c0469bff,9e4724a0,789.0,True,True,True,,126.0,False,False,eae3c1cd,,53f38afd,82957d5d,9.0,,,WTUC,,,,,O,,N,,2,No,,
6f426862-4ee,SCH7,2017-Feb-12 00:00:00,SUR4508,FOR3031,MID2308,PSUR5059,FSUR4045,8520bebe-31e,866530c1-25b,65da10a8-2,M,2021-Sep-21 00:00:00,1,0a3f9e43,f83051cd,796.0,True,False,False,,130.0,False,False,0263878d,,2d581fec,353ec824,,,,MACH,,,ENG,,O,N,,K,7,,,P
6f56fac5-1b5,SCH3,2019-Jun-14 00:00:00,SUR6544,FOR4641,MID9507,PSUR5048,FSUR8354,8217ec5a-e07,70dfaac3-960,0e614bf2-2,M,2018-Oct-16 00:00:00,1,2f5929cc,4fbb1392,807.0,False,False,False,23.0,127.0,False,,87f5a081,,d2f7628f,3db969f1,,,,WEEU,,,ENG,,O,,C,E,1,,,
6f581318-3a7,SCH5,2015-Nov-12 00:00:00,SUR2426,FOR4207,MID7596,PSUR2872,FSUR3584,6945acb6-2bb,2f989a54-755,0ed416dc-6,M,2019-Mar-20 00:00:00,1,d3a12615,a779b50a,791.0,True,False,True,,130.0,True,False,f6ab60dd,,dd51040f,38e0f7fc,,,False,WSCO,Yes,,ENG,,S,,,,N1,,,
6f58b037-790,SCH8,2012-Apr-29 00:00:00,SUR8735,FOR7465,MID2124,PSUR1182,FSUR8289,05b098d0-a46,2c7807cc-05a,b63abd13-a,M,2020-Jun-03 00:00:00,1,09c37773,4a69705f,817.0,,,False,,129.0,False,False,b4aa6ff3,,046c91be,f263cc1a,,,,MBCH,,,ENG,,,,,,3,,,
6f58e5ce-b53,SCH1,2011-Feb-11 00:00:00,SUR2004,FOR7288,MID4621,PSUR2921,FSUR4388,a18557d6-cf1,4709551a-dd5,c1168239-9,M,2019-May-10 00:00:00,1,5187b22f,2b15c883,816.0,True,False,False,,128.0,False,True,2b928b15,,818e40aa,fedd662e,,,True,OARA,No,,ENG,,,,C,,11,,,
6f5b6e8f-eb4,SCH2,2013-Mar-18 00:00:00,SUR6364,FOR9120,MID8141,PSUR1760,FSUR5120,0b716318-bd3,3a16c3d6-24f,c15a67fc-3,F,2019-May-14 00:00:00,1,693af5e3,3d70c189,814.0,False,False,False,,125.0,,False,3416ea70,,0e6945f4,3ca6ac6d,8.0,,,MWAO,,,ENG,,S,,N,S,11,No,,
6f5ece60-bc9,SCH6,2014-Oct-22 00:00:00,SUR2853,FOR4441,MID7413,PSUR7722,FSUR3191,26a90765-5ab,e7e276a5-d19,28d724e1-1,M,2021-Jul-06 00:00:00,1,09fcfc41,036611f4,819.0,True,False,False,,127.0,False,False,a25bca6b,,99153859,971c0124,,,,WOTW,,R,ENG,,O,,,,11,No,,P
6f672e6a-c31,SCH8,2013-Dec-14 00:00:00,SUR3096,FOR1372,MID8084,PSUR6511,FSUR4569,5edf7cf1-ea1,70f006fa-1e6,4a88430b-d,M,2019-Jun-14 00:00:00,1,c1e92ae6,e3695817,745.0,,,False,,120.0,True,False,7d3162c4,,df60e247,ecea4697,,,,WBRI,,U,ENG,,,,N,K,12,,,S
6f6ae832-42c,SCH6,2012-Apr-30 00:00:00,SUR4979,FOR4251,MID7899,PSUR7751,FSUR5850,1b5e2a7b-835,5388060b-679,37196bbe-1,M,2024-Sep-15 00:00:00,1,e71c5045,b18ead39,813.0,False,False,True,,,False,False,8f490d1f,,79db9069,b1e5d35f,,,,,,,ENG,,,,,N,R,,,
6f6b5861-771,SCH1,2012-Dec-14 00:00:00,SUR2204,FOR8216,MID5978,PSUR2701,FSUR7830,af0447c0-dd7,57d0de66-a06,f35dbd41-f,F,2018-Sep-09 00:00:00,1,f2490553,851cd37f,786.0,True,False,False,,131.0,False,False,259e9ce8,,6d86a417,d85b7ad9,,,,AOPK,,Y,GER,,,,G,,3,,,
6f797a30-535,SCH1,2013-Mar-13 00:00:00,SUR6867,FOR3712,MID5280,PSUR9747,FSUR6339,c23e7277-de1,96d8ef5a-c47,81175448-a,M,2023-Aug-21 00:00:00,1,6f12722e,fe956433,841.0,True,False,False,,137.0,False,False,4435e809,7.0,9224f067,9e069b00,,,,WSER,,Y,ENG,,,,,K,8,Yes,,
6f7c1e27-b85,SCH6,2010-Aug-12 00:00:00,SUR5049,FOR2839,MID6364,PSUR5185,FSUR8622,730a2791-f79,54c62ebc-4c3,3518a150-f,M,2024-Oct-07 00:00:00,1,c0991a45,533ea931,793.0,True,True,False,,131.0,False,True,ce5965b1,,73bd7861,9e5d35f7,,,,BNGN,,,ENG,,,,,,12,,,
6f80276f-b48,SCH8,2012-Sep-03 00:00:00,SUR1494,FOR4903,MID2922,PSUR6014,FSUR1545,9f017e5e-41c,f0d3f64f-0f3,91a8209b-1,M,2024-Aug-11 00:00:00,1,66c4d956,e68d42b2,771.0,True,True,False,,131.0,False,False,e9336161,9.0,323c252f,059567f3,,,,AOTA,,R,,,,,N,S,7,,,
6f8c647c-92c,SCH2,2015-Sep-09 00:00:00,SUR5250,FOR8727,MID7047,PSUR9500,FSUR1908,3436e421-59a,c5036faf-8b7,5b641aea-a,M,2021-Apr-13 00:00:00,1,c20c5fc2,6163542c,800.0,True,False,False,,131.0,False,True,d6a12c80,,ac7491c6,ac6982f9,,,,MWBC,,N,ENG,,M,,,S,9,Yes,RB,
6f9b3226-c22,SCH2,2018-Dec-11 00:00:00,SUR3743,FOR2903,MID8368,PSUR3766,FSUR9343,1833c5c1-4c1,b769f623-e3a,6adfd020-1,M,2024-Oct-09 00:00:00,1,6e6e2ecc,e4438517,793.0,True,False,False,,131.0,False,False,7a87db06,7.0,a5abf3a0,63a724f8,,,False,WOTH,"Sought, no reply",,ENG,,S,,,,N2,,,
6fa21e68-0a4,SCH2,2014-Nov-17 00:00:00,SUR1403,FOR1851,MID6883,PSUR4890,FSUR6242,ff71988c-d7c,72b26f54-b9d,50bfa631-5,F,2022-Oct-20 00:00:00,1,db477ae1,552bb25a,812.0,False,True,False,,130.0,,False,e44d3dd3,,fdb29c56,682f4eca,,,,,,,ENG,N,M,,,A,6,No,,
6fa8afb4-935,SCH7,2013-Aug-31 00:00:00,SUR1743,FOR5879,MID5443,PSUR7263,FSUR5299,0a75a437-838,2430434f-ae4,6a7859b9-a,F,2019-Oct-26 00:00:00,1,b89d0096,61c5a7ab,762.0,True,False,False,,127.0,False,False,1a9ac0fc,,2c5712de,b92a0d56,,,,BOTH,,,ENG,O,C,,C,E,R,,,
6faacd79-80b,SCH6,2015-Oct-23 00:00:00,SUR3773,FOR8486,MID3853,PSUR8721,FSUR6774,b07f2417-4c8,c00eef22-114,1a9b58c2-9,M,2023-Sep-14 00:00:00,1,2a1fe956,0fb55973,806.0,,True,True,,134.0,False,False,b61fef6f,,22329028,2fafb970,,,,WEEU,"Sought, no reply",,ENG,,,,R,A,M,,,
6fb39cfc-a58,SCH7,2014-Jun-17 00:00:00,SUR7373,FOR8894,MID8522,PSUR5419,FSUR7591,3458d6e2-586,22c40c15-e62,63c7593e-b,M,2025-Feb-17 00:00:00,1,0910704d,1a521f9d,729.0,True,False,False,,124.0,False,False,50e621e3,,f5ae930c,19f11da1,,,,MACH,,,PNJA,,,,R,,M,No,,
6fb58211-097,SCH5,2010-Jan-29 00:00:00,SUR8382,FOR2634,MID3748,PSUR7665,FSUR6633,fb4caa5b-22a,cc8bd03d-9cc,2a3e2c0b-e,M,2019-Jan-22 00:00:00,1,a6fdcf51,b804f428,772.0,True,False,True,,123.0,False,False,68b5b11c,,8bbad5c6,04730158,,6.0,,WGRC,,,GER,,,N,A,,E1,,,
6fbb77a9-4b8,SCH6,2019-Dec-24 00:00:00,SUR8684,FOR1680,MID4875,PSUR2211,FSUR4417,cb7f15ac-f75,79e74096-550,db62c05c-c,F,2022-May-29 00:00:00,1,484548c4,12615f98,839.0,False,,,,140.0,False,False,bc28ef48,,81a326ed,b10b2d1f,,,,COCH,,Y,BNG,,,,R,,,No,,
6fcd41c1-252,SCH6,2010-Sep-23 00:00:00,SUR3691,FOR4281,MID6071,PSUR8522,FSUR6664,784bf2e2-39a,f8a72eba-a1c,73614226-8,M,2024-Oct-31 00:00:00,1,652ca0bf,90ba5d68,839.0,True,,False,19.0,131.0,True,False,cf86b952,,eb13d768,43673eff,,,,AKPA,,Y,ENG,N,,,,,4,,,
6fce9c3b-2fb,SCH5,2008-Oct-24 00:00:00,SUR7413,FOR7900,MID9593,PSUR8658,FSUR5920,4325ea9f-46f,b3593956-18e,6b805a29-c,F,2021-Oct-28 00:00:00,1,b14d3f9e,a820beea,791.0,True,False,False,,126.0,False,False,0cfe1d2f,,9ec40cff,59b5a981,,6.0,,ASNL,,,ENG,,F,,N,,9,No,,
6fd4427a-2d7,SCH5,2013-Apr-23 00:00:00,SUR8223,FOR9750,MID8246,PSUR8976,FSUR6368,504713fb-a33,52bb0b9a-a59,20dd3321-8,F,2020-Feb-19 00:00:00,1,47e23a12,ced0ad60,778.0,True,False,True,,133.0,True,False,34594761,,e7e7fea6,e4a79538,,,False,MWAP,Unsought,,,,,,,K,M,,,
6fd9b4d6-d4e,SCH3,2011-Jun-06 00:00:00,SUR2912,FOR3403,MID8390,PSUR9437,FSUR2065,b0b8bc3e-7aa,f9f04bcf-816,5e60b883-b,M,2024-Dec-15 00:00:00,1,3cc4852d,c816ab15,796.0,True,False,True,,119.0,False,False,d9ff83a9,,0887b76e,5f961d8c,,,,MOTH,,N,GER,,S,,,,R,,,
6fdf16a9-dba,SCH4,2015-Sep-01 00:00:00,SUR5575,FOR1017,MID3809,PSUR4887,FSUR8919,344335bb-bbf,ba5c7de0-c22,1cfbfc0e-1,F,2020-Jun-07 00:00:00,1,5b50ee9a,27df8b66,729.0,True,False,False,,130.0,False,False,28c66b53,,22c15c2d,abf75016,,,,WTUR,,,ENG,,F,,,N,9,,,
6fe7ff51-b8c,SCH3,2011-Jan-21 00:00:00,SUR7820,FOR4602,MID7483,PSUR5321,FSUR3680,f78bd82c-de0,cc9929de-62c,63e9ce0b-f,M,2021-Jun-13 00:00:00,1,c50f5cf7,ff164e21,755.0,False,False,True,16.0,145.0,False,False,a54531f0,8.0,bf0d30dc,a6118b41,,,,OMRC,,,DAN,,,,R,K,3,,RU,
6ff0e84f-cac,SCH8,2016-Feb-14 00:00:00,SUR3255,FOR5224,MID7430,PSUR1923,FSUR7042,814b4764-710,b6e5ea91-9dd,24d39f73-d,M,2025-Mar-23 00:00:00,1,80da11bb,48e92a50,820.0,True,False,False,,130.0,False,False,18e3bebc,,93968ada,2f68d5f1,,,,WBRI,,,ENG,,O,,,,E2,,,
6ff596b6-1dd,SCH6,2011-May-01 00:00:00,SUR1874,FOR2734,MID6628,PSUR9906,FSUR1850,7068a4c8-642,3196fd03-e10,9b0729bb-5,F,2020-Jul-24 00:00:00,1,e6326828,43b506f5,782.0,True,False,,,129.0,False,False,e2503f61,,08ce51d3,2eeb15f7,,,False,BNAM,Yes,,,,F,,,S,N2,,RB,
6ffb47fc-26b,SCH4,2007-Dec-31 00:00:00,SUR6518,FOR3834,MID3259,PSUR7042,FSUR3795,52ab3334-1ba,6d741091-dd7,d3edadc8-0,F,2022-Nov-09 00:00:00,1,9d6a5367,a547eca5,765.0,False,False,False,22.0,139.0,True,False,1ba8a7f1,,a11adf1b,b95e0484,,,,OLAM,,,ENG,,O,6,,,N1,,RE,
6ffd566f-7f2,SCH7,2012-Feb-03 00:00:00,SUR1114,FOR5519,MID2036,PSUR3065,FSUR4290,49850f10-c6b,281311c3-eac,6955312c-a,M,2025-Jan-27 00:00:00,1,06d782ef,71ab5a5c,760.0,True,,,,138.0,False,False,635ae2d0,,f4920066,4213b82a,,,True,BAOF,,,ENG,,F,B,,E,10,,RB,
