pupilonrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,pupilonrollorderseqcolumn,sourceid,schoolcensustableid,hoursatsetting,schoollunchtaken,parttime,topupfunding,termlysessionspossible,termlysessionsauthorised,termlysessionsunauthorised,senunitindicator,resourcedprovisionindicator,nonqualhrs,ftemp,qualhrs,qualhrspreviousyear,nonqualhrspreviousyear,tlevelqualhrs,tlevelnonqualhrs,moveoffrollflag,fundedhours,missingaddress,duplicatenotfunded,summerhalfterm2sessionspossible,extendedhours,eligibilitycode,summerhalfterm2sessionsauthorised,summerhalfterm2sessionsunauthorised,dafindicator,summerhalfterm2sessionseducational,summerhalfterm2sessionsexceptional,summerhalfterm2sessionscoronavirus,yssa,servicechild,language,classtype,enrolstatus,boarder,plaa,senprovision,ncyearactual,mathsgcsehighestpriorattainment,mathsgcsepriorattainmentyear11,englishgcsehighestpriorattainment,englishgcsepriorattainmentyear11,mathsgcsefundingexemption,englishgcsefundingexemption,mathsgcsehighestpriorattainmentpreviousyear,englishgcsehighestpriorattainmentpreviousyear,eyppr,eyppbf
89c36346-1c3,SCH7,2017-Jan-28 00:00:00,SUR1573,FOR1785,MID2170,PSUR6991,FSUR2545,8b409b34-75c,d51fd2da-3e9,4e7820bf-a,M,2018-Oct-04 00:00:00,1,24e98c70,8fba3cf0,816.0,True,False,True,128.0,7.0,2.0,False,False,131.0,False,776.0,789.0,137.0,785.0,125.0,d04b0374,10.0,1a5b548a,04d1b3c8,128.0,,8.0,9.0,3.0,,,,,No,,ENG,,S,,,K,10,,,,,,,,,,
89c4a458-cf0,SCH3,2011-Jul-22 00:00:00,SUR1316,FOR1812,MID1971,PSUR7158,FSUR9249,94ecee9a-856,1adfbc5b-974,4fc03933-4,F,2024-Jan-22 00:00:00,1,5bdb3029,0c00743b,749.0,,False,False,128.0,8.0,,True,False,130.0,False,777.0,747.0,124.0,765.0,126.0,767f1463,,d97b92d7,82b16a62,125.0,,,8.0,,False,,,,,,ENG,O,F,,N,,,A*,,,,,,,,,
89ca46aa-336,SCH2,2015-Nov-06 00:00:00,SUR3030,FOR5849,MID7269,PSUR6372,FSUR8987,76f6ecc6-1ec,3077e5dc-b54,959a867f-f,M,2024-Aug-26 00:00:00,1,5001991f,e5674556,801.0,False,False,False,122.0,7.0,,False,False,136.0,False,753.0,814.0,132.0,808.0,135.0,ef5e2674,,3762fbac,4f2ec68c,131.0,,,8.0,3.0,,,,3.0,,N,DAN,,F,,,N,M,3,,,,,,,,,
89d161ea-3f2,SCH7,2014-Oct-26 00:00:00,SUR1097,FOR6042,MID5086,PSUR4729,FSUR4399,0ee7803d-f6b,3418953e-f9c,48f4e2e9-f,M,2022-Aug-17 00:00:00,1,d45d84fc,7df20c53,768.0,True,,True,135.0,8.0,3.0,False,False,126.0,False,775.0,769.0,124.0,781.0,134.0,0aff3129,,524bdb50,93808c58,132.0,,,8.0,,False,,,,"Sought, no reply",Y,ENG,,,,R,P,E1,NR,,,,,,,,,
89d41fac-886,SCH4,2008-May-23 00:00:00,SUR8279,FOR3201,MID2412,PSUR7989,FSUR5768,990a8370-d7c,d99753cc-715,56f85cd7-1,M,2023-Feb-18 00:00:00,1,e7643688,fb95c77b,723.0,True,False,False,125.0,8.0,,True,False,132.0,False,735.0,817.0,139.0,777.0,131.0,010011cf,,1382578c,4d9e4397,126.0,,,7.0,4.0,,,,,,,ENG,,,,,S,E1,,,5,,,,,8,,RU
89f0bd64-68b,SCH4,2010-Mar-30 00:00:00,SUR4942,FOR3734,MID9142,PSUR8463,FSUR4580,8c2e5331-a07,2ffa2b77-a16,6a88740e-c,M,2019-Jul-17 00:00:00,1,300d751b,bf743f7c,799.0,False,False,False,130.0,8.0,,False,False,119.0,False,783.0,778.0,134.0,775.0,131.0,6ce0da0f,,04f469a8,c670e0c4,134.0,,,8.0,3.0,,,,,,Y,ENG,,,,,,6,,,,1,,,,8,Yes,
89f24eb0-7ed,SCH8,2010-Oct-20 00:00:00,SUR9549,FOR1033,MID4665,PSUR9936,FSUR4898,ed851d3a-998,02bbec5e-385,b97710c3-1,F,2022-May-20 00:00:00,1,a9ced79a,13607939,772.0,True,False,False,134.0,,,True,,139.0,False,797.0,742.0,130.0,814.0,129.0,e7d3041c,,dd43008e,582ff5e6,128.0,,,,,,3.0,3.0,2.0,,Y,PNJA,,M,,,A,6,,,,,,,,E,,
89f7977c-b44,SCH1,2008-Sep-16 00:00:00,SUR6434,FOR6473,MID9528,PSUR7450,FSUR7799,98da8bfa-288,89ea03fd-26b,3c3f67d3-4,M,2022-Jan-25 00:00:00,1,94545836,cb737589,788.0,,False,False,125.0,8.0,,,False,128.0,False,756.0,,129.0,770.0,127.0,00763c9c,,68e7b40d,87939179,136.0,,,8.0,,,,,,,,ENG,,,,,,6,,,,,,,,2,,RE
89fcc661-6d2,SCH2,2019-Jun-14 00:00:00,SUR7478,FOR3319,MID3997,PSUR5337,FSUR3059,7d6f5e2a-87c,109a6a20-c2d,b35e74a3-c,F,2024-Jan-06 00:00:00,1,905facb4,38abf0a4,799.0,True,,False,126.0,9.0,,False,False,140.0,False,781.0,750.0,132.0,751.0,123.0,805576b0,,ac44799c,1050983a,135.0,,,8.0,,,5.0,,,,,ENG,,F,,R,,14,,,6,,O,,,4,No,
89ffd736-63a,SCH5,2008-Aug-29 00:00:00,SUR1056,FOR9456,MID3826,PSUR4944,FSUR5348,4c66e71f-851,c9c4ffa9-4c9,91f6d12f-1,F,2019-Dec-24 00:00:00,1,9566fa9f,8073e310,773.0,False,False,False,129.0,,,True,False,118.0,False,791.0,736.0,135.0,770.0,123.0,f2e48901,,666f43cf,599be698,131.0,,,9.0,4.0,True,,,,"Sought, no reply",,ENG,,S,,,A,3,,,8,,,,,,,
8a0ed310-b9e,SCH6,2016-May-21 00:00:00,SUR5591,FOR4089,MID4082,PSUR2435,FSUR1529,b1e94381-b2b,161f06fc-8b5,b696dff4-0,F,2022-Jan-01 00:00:00,1,93e72664,92daa699,808.0,True,False,False,122.0,8.0,,False,False,134.0,False,755.0,767.0,128.0,747.0,131.0,ac00daeb,7.0,94bf661c,00800293,138.0,,,8.0,,,4.0,,,,R,DAN,,,,,,3,,,,,,,,,,
8a142312-563,SCH1,2011-Dec-19 00:00:00,SUR4416,FOR7680,MID4073,PSUR8045,FSUR4287,92630fa1-5dc,b15ad989-23b,cc80d07a-7,M,2021-Aug-29 00:00:00,1,03b10942,44728a49,762.0,False,,False,134.0,7.0,4.0,False,False,130.0,False,789.0,767.0,123.0,729.0,131.0,9824859c,,cd409ecd,38704cb9,130.0,,,7.0,,,,,3.0,,,ENG,,,,C,,11,,,,1,U,,,,,
8a2027de-16e,SCH6,2012-Apr-07 00:00:00,SUR4401,FOR4345,MID1084,PSUR8685,FSUR4533,46befe26-34e,7abf96c0-838,11991771-d,F,2019-Jun-08 00:00:00,1,80ac01d3,eb4ed385,791.0,False,False,False,128.0,,3.0,False,False,126.0,,744.0,776.0,124.0,777.0,128.0,e68941a9,,5bbd5776,3233b18a,122.0,,,8.0,3.0,,,,,,,ENG,,M,,,S,9,,,,,,,,C,Yes,
8a282e49-780,SCH4,2019-Jan-12 00:00:00,SUR4840,FOR5770,MID4676,PSUR4724,FSUR4066,ff9b959d-dd1,dec098cf-8e7,f20fef9f-f,F,2023-Dec-18 00:00:00,1,9905af9b,1e1dd744,809.0,,False,False,145.0,8.0,3.0,False,False,141.0,False,,793.0,116.0,761.0,139.0,74ab5d73,,d1528168,12b9938e,124.0,,,8.0,3.0,False,3.0,,,,,ENG,,,,G,E,11,,,C,,F,,,,,
8a2a509d-da2,SCH1,2016-Aug-08 00:00:00,SUR4307,FOR1574,MID6263,PSUR9244,FSUR8935,9d89bbf8-6e4,b9c7c074-b93,dc1f1f92-5,F,2020-Jun-05 00:00:00,1,a996ba6f,2c7eb40a,757.0,True,False,False,137.0,7.0,2.0,False,False,129.0,False,810.0,762.0,124.0,762.0,135.0,8fd73ba2,6.0,45ce277d,584f0fd1,129.0,,,,2.0,False,,,,,R,ENG,,,,R,,N1,,,,,,,C,A,No,
8a33078f-d8b,SCH7,2012-Feb-27 00:00:00,SUR6769,FOR4406,MID9722,PSUR6123,FSUR6275,5197c23f-ae8,c35af9c3-187,96381fb1-2,M,2021-Oct-13 00:00:00,1,c21eb90f,5709079b,760.0,True,True,True,134.0,8.0,,True,False,126.0,False,799.0,785.0,137.0,764.0,134.0,5cc3532d,,64ac0bd7,9e376a5a,129.0,,,9.0,,False,,,,,,ENG,,,,,,2,,,,,,,,,,
8a3d5429-b79,SCH6,2014-Oct-13 00:00:00,SUR1368,FOR9555,MID4296,PSUR5251,FSUR1472,0f1c5a66-bd0,baedaa24-681,8307e590-7,F,2023-Jan-11 00:00:00,1,b629640a,75e29e98,826.0,True,False,False,125.0,8.0,,False,False,136.0,False,802.0,824.0,136.0,771.0,130.0,ee02c033,,8dc3cab6,b8ba3381,129.0,,,8.0,,,,,,Yes,,ENG,,,N,G,S,10,,,,1,,O,,D,Yes,
8a3da2e1-db5,SCH8,2009-Dec-19 00:00:00,SUR3738,FOR9248,MID5568,PSUR5519,FSUR7962,da469a19-c35,3f3a8280-462,b2f5c536-7,F,2019-Jun-29 00:00:00,1,0997cb4e,39b976c0,809.0,True,False,True,130.0,,,False,True,138.0,False,781.0,774.0,133.0,817.0,132.0,21adf8e6,,9e24eb5e,28e04446,136.0,,,,,,,,,,,ENG,,O,,,,2,,,,,,,,1,,
8a42c1b1-261,SCH4,2018-May-04 00:00:00,SUR6010,FOR7459,MID6467,PSUR5165,FSUR5489,2252ca8f-423,cd4cebc4-0c4,ef8a19a8-e,M,2021-May-20 00:00:00,1,a4a89584,57ba8ace,827.0,True,False,True,132.0,7.0,,False,False,127.0,False,768.0,788.0,130.0,786.0,139.0,4432c9b3,,3e0ac261,bbc6469d,127.0,,,8.0,,,,,3.0,,U,,,,,G,,E1,,,,,O,L,,,,
8a65f9a7-cb6,SCH6,2019-Dec-30 00:00:00,SUR6760,FOR3555,MID1579,PSUR1534,FSUR9475,9b6c980c-9bc,42dd85da-57c,420bb6ea-4,M,2023-Oct-09 00:00:00,1,f6731329,364d3a20,779.0,False,False,False,133.0,8.0,,False,True,130.0,False,783.0,785.0,136.0,794.0,130.0,d18c83d4,,2c5afc38,2847c49d,122.0,,,8.0,3.0,,,,,,N,,,,,,N,M,,,,3,,O,C,,No,
8a6ed9ef-470,SCH1,2008-Jun-29 00:00:00,SUR8643,FOR5861,MID4400,PSUR9363,FSUR2677,e8ed4ce7-940,211afac1-3e2,3518701a-2,F,2021-Mar-01 00:00:00,1,695029fc,17455afe,755.0,True,True,,127.0,7.0,,True,False,117.0,False,802.0,802.0,129.0,753.0,131.0,e08295c8,,8f0d2b81,597d5101,120.0,,,7.0,,,3.0,3.0,,Unsought,,ENG,,F,,C,,1,9,,,,,,,,No,
8a739717-f3c,SCH1,2016-May-04 00:00:00,SUR6651,FOR2158,MID7625,PSUR3950,FSUR3996,800673be-fee,c00cc1e5-f5d,fcb1869f-8,M,2018-Dec-23 00:00:00,1,2e15b80d,18f71a11,773.0,True,False,False,129.0,,,False,True,127.0,False,725.0,761.0,126.0,760.0,130.0,b5b52e2b,,6302da8d,e5597759,135.0,6.0,,8.0,,True,,2.0,,"Sought, no reply",,CYM,,,,N,,9,,,A*,,,,,,,
8a87ffc7-4db,SCH2,2007-Oct-10 00:00:00,SUR6398,FOR9023,MID3607,PSUR6321,FSUR3824,d499f724-a93,ee777b0c-457,ae923f0b-8,M,2023-Sep-09 00:00:00,1,b3561595,5589aa46,772.0,False,False,False,135.0,,,False,False,138.0,False,813.0,730.0,132.0,781.0,131.0,9d9cf435,,f29321e5,389ef27e,124.0,,,8.0,,True,,,3.0,,,ENG,,,,,,7,,1,,,U,,,,,
8a9003e7-384,SCH8,2016-Sep-25 00:00:00,SUR6507,FOR9179,MID3100,PSUR1997,FSUR9523,ad0f6490-468,45d57040-3bd,25ece2aa-7,F,2022-Dec-09 00:00:00,1,f3c7c185,1bf0edfd,786.0,False,False,False,132.0,,3.0,True,,139.0,False,727.0,789.0,124.0,776.0,133.0,3cda42e3,,ac826b3d,fdd10fb1,118.0,,,7.0,,,,,3.0,,,ENG,,,,C,P,R,,3,,,,,,,,RE
8a97c80f-61a,SCH8,2013-Aug-24 00:00:00,SUR8250,FOR5584,MID4727,PSUR2414,FSUR1257,7f089fd2-fa5,cc4d307a-8c6,fe7013ae-5,M,2024-Dec-19 00:00:00,1,004464bb,6377a3df,788.0,True,True,False,130.0,8.0,,True,False,134.0,False,799.0,728.0,119.0,781.0,125.0,daab84d7,,7260acdc,acc4f732,138.0,,,,3.0,,,,,,,ENG,,C,,,S,N1,,2,,,,,,,,
8a9a334b-3ce,SCH3,2020-May-12 00:00:00,SUR8909,FOR5114,MID2155,PSUR3698,FSUR4913,41a8d01f-146,934241ef-1c1,034db21a-9,M,2020-Dec-08 00:00:00,1,340caf3c,fbe83328,786.0,False,False,True,135.0,8.0,,False,False,131.0,False,783.0,750.0,124.0,792.0,136.0,65782d45,,c5092d70,f3005c9e,138.0,,,8.0,,,,3.0,,,,ENG,,M,,N,,8,,2,,,,,,,,
8aa79ae8-288,SCH5,2008-Nov-09 00:00:00,SUR6835,FOR9078,MID5653,PSUR6592,FSUR1412,46bb4dfc-020,3f1554bc-4ce,b384d996-8,F,2020-Feb-11 00:00:00,1,7073830c,81fe97e0,789.0,False,False,True,134.0,8.0,,False,False,126.0,False,769.0,808.0,127.0,814.0,135.0,687c0a67,,4631ca62,6d1441f1,124.0,,,,3.0,,,,3.0,,,,,,,,,1,,,,,L,,,,,
8ab5d88a-50a,SCH5,2013-Jan-12 00:00:00,SUR4629,FOR7069,MID5027,PSUR2075,FSUR6315,cee4b514-3b4,5ec89c9f-a93,933676ea-3,M,2022-Jul-01 00:00:00,1,4ed9f84e,aa2fa0ec,790.0,True,,False,128.0,7.0,,False,False,132.0,False,777.0,803.0,130.0,777.0,125.0,0c999362,,a0d6ccae,9cadc65f,127.0,,,8.0,3.0,,,3.0,,No,Y,ENG,,,,G,S,2,,,,,U,,,,,
8aba6166-52b,SCH1,2019-Mar-09 00:00:00,SUR3403,FOR6452,MID4101,PSUR9901,FSUR6431,4802068e-a9e,3cc7a5c2-060,27ec36b8-7,M,2024-Jul-02 00:00:00,1,b7e4c6b2,4b60dd80,738.0,False,False,False,135.0,8.0,,False,False,133.0,False,761.0,792.0,136.0,805.0,129.0,4de4cf2e,,acaf1a1a,98544087,131.0,,,9.0,,,,3.0,,Yes,R,CYM,,,,,N,11,,,,,,,,G,,
8ac78ab1-4ac,SCH7,2010-Feb-26 00:00:00,SUR2716,FOR9821,MID6546,PSUR7279,FSUR6379,ff3e7346-ee7,f632c3bd-644,d6ebcc76-5,F,2021-Mar-05 00:00:00,1,d29cfa7d,c0b78471,706.0,True,True,False,135.0,8.0,,,,138.0,False,747.0,774.0,137.0,784.0,138.0,da37bdba,,e5376881,f3483dda,127.0,,,8.0,,,4.0,2.0,,,,ENG,,,,C,A,X,,,,1,,,,,,
8ace6ba4-887,SCH4,2012-Dec-07 00:00:00,SUR9898,FOR4379,MID1005,PSUR1949,FSUR3996,5145918b-10c,316f9a5c-7cf,f45bad31-3,F,2020-Oct-21 00:00:00,1,e2d1c4dd,ecf10693,760.0,True,False,,131.0,7.0,,True,False,131.0,,800.0,719.0,126.0,762.0,126.0,539d78b0,11.0,72cf63d7,2ad834e4,132.0,,,8.0,3.0,True,3.0,3.0,,Unsought,,GER,,O,,C,,11,,,,,,,,,,
8ad98da0-9f6,SCH7,2017-Oct-29 00:00:00,SUR5689,FOR4427,MID4462,PSUR7641,FSUR2384,e6c65e53-837,20ca0530-794,c047de9e-d,M,2020-Jul-18 00:00:00,1,afb014dc,617ee7b1,762.0,True,False,True,125.0,,,True,,132.0,False,758.0,784.0,125.0,807.0,117.0,775801de,,14301d5b,e64d9b29,128.0,,,,,,2.0,,3.0,,,ENG,,,,,P,R,9,,,,,N,,,,
8adb58f8-f83,SCH8,2017-Sep-20 00:00:00,SUR4707,FOR9449,MID9415,PSUR6911,FSUR4693,fc63c757-e25,a75fa041-6ad,8d6f9929-1,M,2023-May-02 00:00:00,1,5ba400d7,e45d4404,847.0,True,False,False,123.0,7.0,,False,False,128.0,False,733.0,732.0,121.0,754.0,,bd2d6438,,e131473f,d1f5921a,126.0,,,8.0,,True,,3.0,,,,ENG,,,N,N,S,12,,,,,,,,,No,
8ae8bc8d-ee1,SCH1,2010-Jan-01 00:00:00,SUR8897,FOR2730,MID7852,PSUR6776,FSUR9542,c03e5ff9-efb,274558b9-7a0,e27ccdf0-1,M,2020-Dec-12 00:00:00,1,0a88c5ab,15460f0e,755.0,False,True,False,124.0,9.0,,,False,137.0,False,749.0,803.0,139.0,771.0,122.0,f672a467,,ad6efe90,a86db87d,129.0,,,,3.0,,4.0,,,,,CYM,O,C,,,S,6,,,U,1,,,,U,,
8aec1c0c-0b9,SCH1,2013-May-11 00:00:00,SUR7931,FOR7915,MID1910,PSUR9006,FSUR8915,223994b1-173,6dbf8b3e-763,13ff0fde-2,F,2019-Mar-08 00:00:00,1,7eb0066e,bd5efd33,759.0,False,False,False,139.0,8.0,,False,False,127.0,False,833.0,749.0,127.0,737.0,144.0,72bc1ec1,,8ff5b599,aeba50bb,126.0,,,8.0,,,4.0,4.0,,Yes,,,,O,,G,,N1,,,,3,F,,,,,
8afe492e-30e,SCH2,2010-Nov-20 00:00:00,SUR2676,FOR9799,MID6756,PSUR8633,FSUR2127,2d60ed21-eb3,7014de88-bf5,0347622c-a,M,2024-Apr-28 00:00:00,1,89744c55,a74d4468,776.0,True,False,True,127.0,9.0,,False,False,128.0,False,751.0,796.0,124.0,772.0,137.0,d106a8fe,,9967dd72,cbdbb78e,130.0,,,9.0,,,,,4.0,,,ENG,,,,,,N1,,,1,,,,,,No,
8afecf24-1ea,SCH6,2017-Oct-16 00:00:00,SUR6984,FOR1715,MID8400,PSUR8431,FSUR9672,b2fe5c88-acd,1c6984ba-4c7,4a5bfe09-0,F,2023-Jan-31 00:00:00,1,33dd8a7e,f4f11aee,764.0,True,True,,132.0,8.0,3.0,False,False,132.0,False,816.0,791.0,134.0,819.0,127.0,5b1380b8,,cc592eb7,27f260af,128.0,,,8.0,,,,,,,,ENG,,,6,G,,E1,,,B,3,,,,,,
8b0f20d6-f46,SCH2,2009-May-28 00:00:00,SUR3390,FOR2562,MID5612,PSUR8905,FSUR9405,e50f3116-bcf,7da15146-e2e,9d10a1aa-d,F,2022-Jan-13 00:00:00,1,1ce05a80,89eb8b17,684.0,,False,False,133.0,7.0,3.0,True,False,130.0,False,746.0,851.0,143.0,769.0,131.0,9ad75e94,,08d91fe5,24e80b26,126.0,,,8.0,,,3.0,,,,,ENG,O,M,,C,,3,,,F,,,O,,,Yes,
8b1686cd-eac,SCH4,2019-Sep-17 00:00:00,SUR2502,FOR8307,MID9448,PSUR7413,FSUR2521,74a15c47-3d6,048a2233-7b6,15dcf9f6-e,F,2024-Apr-14 00:00:00,1,1ded841f,641b572a,771.0,True,False,False,143.0,8.0,4.0,False,True,139.0,False,813.0,802.0,132.0,756.0,132.0,e93b0770,,abd35187,beb6f59e,122.0,,,8.0,,False,,2.0,2.0,Yes,Y,CYM,,O,,A,S,10,C,3,,,,,,,,
8b1bc070-8c0,SCH1,2017-Jun-12 00:00:00,SUR5496,FOR8085,MID7317,PSUR4498,FSUR6781,986cd08a-a7e,b5426aba-c73,39270825-f,F,2023-Dec-25 00:00:00,1,cf236295,4c897a88,839.0,True,True,True,129.0,9.0,5.0,True,False,126.0,False,742.0,748.0,126.0,792.0,127.0,78c9bb37,,b7ae7bba,094cbe0a,142.0,,,8.0,2.0,,,,,,,ENG,,,,,A,2,,,,,,O,G,,,
8b2211cc-3ba,SCH1,2010-Dec-10 00:00:00,SUR9018,FOR5788,MID2397,PSUR1872,FSUR2781,8eb96d3f-879,c25ea59a-5e6,8910b454-d,F,2021-Jul-10 00:00:00,1,fede22d9,d8c29b4b,794.0,True,False,False,113.0,8.0,,False,False,142.0,False,817.0,821.0,133.0,776.0,124.0,18889dee,,b9165d9d,1a8a452b,132.0,,,8.0,3.0,,4.0,3.0,3.0,,R,ENG,,,,A,S,13,,2,,2,F,,,,No,
8b305174-485,SCH7,2017-Sep-22 00:00:00,SUR8576,FOR1413,MID9345,PSUR7198,FSUR7653,18466c7e-705,2b23bc42-575,3299c7cb-9,F,2024-Sep-12 00:00:00,1,cce1ca0d,60cea64e,781.0,False,False,False,118.0,9.0,,False,False,132.0,True,708.0,774.0,138.0,761.0,128.0,87c8cec4,,b5b6e9a2,6a15e5a2,132.0,,,8.0,,,,3.0,3.0,,,,,S,,N,,8,,2,,,,,,E,,
8b3a05ae-34c,SCH8,2013-Oct-14 00:00:00,SUR1690,FOR2770,MID9155,PSUR7894,FSUR4282,cb2ec3fd-f8e,c204fe0a-101,bde0e4ae-7,F,2024-Aug-29 00:00:00,1,9c74a923,1cd1527a,749.0,True,False,False,130.0,8.0,,True,True,123.0,False,799.0,780.0,133.0,731.0,139.0,8a9f877a,,3f716021,cc4ffe46,129.0,,,,,,,,,Unsought,,ENG,,O,,C,S,9,,,A*,2,,,C,,,
8b464459-a8b,SCH3,2008-Sep-13 00:00:00,SUR6890,FOR8827,MID4770,PSUR3120,FSUR5968,ba0b9cf7-d5b,a35dd160-0da,f1123e0f-0,M,2020-Aug-16 00:00:00,1,63a15531,04dd43f1,716.0,,False,False,129.0,8.0,,True,False,139.0,False,773.0,815.0,128.0,760.0,144.0,18e5677c,3.0,318b0a7e,d59d98a3,128.0,,,8.0,,,,3.0,,No,N,ENG,,F,7,,K,N1,,1,,,U,,,,,
8b489d6e-013,SCH4,2014-Mar-12 00:00:00,SUR1975,FOR7779,MID8160,PSUR3684,FSUR3545,0f7a1924-469,89f79565-fc5,c3c88f86-d,M,2023-Mar-30 00:00:00,1,288d85f8,fa79654d,750.0,True,False,,139.0,,,True,False,131.0,False,725.0,772.0,128.0,778.0,124.0,2786fbb8,,f53997a0,39e93b67,129.0,,,9.0,,False,2.0,,,,,GER,,,,,,1,A*,3,,,,,,,,
8b49c097-2e4,SCH3,2013-Aug-10 00:00:00,SUR5824,FOR7841,MID4409,PSUR1858,FSUR6100,362efa14-327,ff5184a5-34c,3896b92e-c,F,2021-Oct-24 00:00:00,1,e8802755,030aad6f,784.0,True,False,False,140.0,8.0,3.0,True,False,134.0,,781.0,756.0,134.0,740.0,124.0,fd16351d,,f466fb42,2efa55f8,132.0,,,8.0,,False,,,,,,ENG,,C,,,,13,,,,1,,,E,,,
8b4da116-254,SCH2,2008-Mar-23 00:00:00,SUR6939,FOR5001,MID6132,PSUR8806,FSUR6389,c540d956-1c5,1f8a5d68-c30,8527b7f3-1,F,2024-Oct-01 00:00:00,1,435aa654,4cb403d2,769.0,True,False,False,141.0,8.0,,False,False,123.0,False,766.0,776.0,140.0,798.0,129.0,714fcfbd,,87481250,ca5429e8,132.0,,,8.0,,,3.0,2.0,,,,ENG,,,,,N,4,,,,,,,,,,
8b4ecf79-5f1,SCH1,2009-Jul-31 00:00:00,SUR8408,FOR8244,MID6054,PSUR4410,FSUR4456,b15f8ff8-14c,c6b578eb-17f,2f48071e-4,F,2021-Feb-13 00:00:00,1,3cc7528a,30dd5d02,788.0,True,False,False,124.0,7.0,,False,True,129.0,False,795.0,821.0,,722.0,133.0,a0ffafa4,,881f3cee,e8704263,132.0,,,,,False,,,3.0,"Sought, no reply",,GER,,,,,,10,,,,,O,,,,,
8b4f4da5-2fd,SCH4,2012-Mar-24 00:00:00,SUR5620,FOR9921,MID9862,PSUR6507,FSUR3515,0bf71343-f87,b639bd8c-483,785b0257-3,F,2019-Jun-18 00:00:00,1,7af5b4ef,cb4c5b85,781.0,True,True,False,128.0,8.0,,False,False,134.0,False,762.0,731.0,133.0,765.0,132.0,8eb6a341,,7a5e6ab6,ba21ccd7,123.0,,,9.0,,,,,,No,N,ENG,,,,R,,6,,,,,,F,,B,,
8b58161d-921,SCH2,2008-Apr-11 00:00:00,SUR5845,FOR9538,MID8329,PSUR7086,FSUR5740,8b5791f5-f7f,3a25779d-651,e40775c5-6,M,2022-Sep-09 00:00:00,1,2cec243a,b1dd3f49,843.0,True,False,False,132.0,9.0,,False,False,137.0,,762.0,804.0,127.0,775.0,129.0,5a408bce,,827d0533,f17c4c71,133.0,,,8.0,2.0,False,,3.0,3.0,Yes,,ENG,,,,N,,13,,,,3,,,C,,,
8b5fda7a-682,SCH3,2008-Feb-14 00:00:00,SUR5707,FOR7369,MID1480,PSUR4105,FSUR8501,7995645e-3d4,31564808-a2e,18f2d377-e,M,2024-Dec-05 00:00:00,1,d6ce56ec,298637a3,790.0,False,False,False,130.0,8.0,,True,False,133.0,False,762.0,845.0,131.0,765.0,129.0,1eb03ce9,,b56159ef,1b936a2a,127.0,,,8.0,2.0,,,,3.0,No,,GAL,,O,,,S,13,,,1,,,,A,,,
8b6d4c58-fae,SCH4,2008-Sep-07 00:00:00,SUR3013,FOR6533,MID3706,PSUR5000,FSUR9458,c9000277-718,b351eaa8-218,af1f7f15-c,F,2021-Aug-25 00:00:00,1,4af92e8b,4315a9be,769.0,True,False,False,136.0,,4.0,False,False,126.0,False,779.0,820.0,130.0,823.0,127.0,271b33f7,,915d1086,7297bd54,121.0,,,7.0,,True,4.0,,,Unsought,,ENG,,M,,R,,1,D,,9,,,,,,,
8b6e1d17-466,SCH6,2016-Jul-30 00:00:00,SUR4010,FOR5262,MID9749,PSUR4833,FSUR6339,f2e33b57-73f,7b28c15c-ced,b75c16b2-b,M,2021-Jun-08 00:00:00,1,6e40bbd6,f9e8917e,780.0,,False,False,131.0,8.0,,False,False,127.0,False,746.0,805.0,137.0,805.0,130.0,de94f8d0,,3e80a920,2d94afbd,134.0,,,7.0,,,4.0,,,Yes,,ENG,,,,R,,M,,,,,,,B,,,RU
8b71c004-237,SCH3,2018-Dec-31 00:00:00,SUR8748,FOR9656,MID5574,PSUR1728,FSUR5326,e8ddc6cb-19b,9f6ca8e7-10e,462c0c54-d,M,2019-Feb-25 00:00:00,1,b29556d7,f7f277a8,747.0,True,False,False,120.0,8.0,,False,False,136.0,False,777.0,808.0,134.0,818.0,127.0,8d79b46a,,f29fbc8e,9514aa1b,125.0,,,8.0,,,,,,,,ENG,,S,,A,P,1,,,,,,,NR,,No,
8b76bf96-d6c,SCH2,2013-Apr-27 00:00:00,SUR1086,FOR1352,MID2456,PSUR2716,FSUR6030,c8ab21b3-f50,43b06c94-ca0,02f8e7c4-c,F,2024-Jan-01 00:00:00,1,79e1c587,e25f8833,812.0,True,True,True,127.0,8.0,3.0,False,False,133.0,False,852.0,758.0,132.0,795.0,123.0,588cd1db,,4fb157c4,3e13ae12,133.0,,,,,False,,,,No,,,,O,,,S,4,E,,,,,,G,,No,
8b7720c2-0d0,SCH7,2017-Feb-06 00:00:00,SUR4031,FOR2949,MID3227,PSUR2394,FSUR4274,cf5a8c3f-789,84ae4bac-105,31673969-f,F,2019-Jun-20 00:00:00,1,a4c40971,9192f454,790.0,True,False,False,125.0,9.0,,True,False,130.0,False,781.0,773.0,122.0,800.0,127.0,5af62cc6,,4b4629a7,2863dd58,128.0,,,8.0,3.0,False,,5.0,,No,,ENG,O,M,,N,,2,B,,,,U,,U,8,No,
